Day,Month,Year,Valor COLCAP,Variacion absoluta,Variacion porcentual
17,8,2010,1575.02,7.24,0.004618
18,8,2010,1581.48,6.46,0.004102
19,8,2010,1586.73,5.25,0.00332
20,8,2010,1585.6,-1.13,-0.000712
23,8,2010,1606.82,21.22,0.013383
24,8,2010,1605.58,-1.24,-0.000772
25,8,2010,1602.95,-2.63,-0.001638
26,8,2010,1616.93,13.98,0.008721
27,8,2010,1639.89,22.96,0.0142
30,8,2010,1642.91,3.02,0.001842
31,8,2010,1664.18,21.27,0.012947
1,9,2010,1713.81,49.63,0.029822
2,9,2010,1681.03,-32.78,-0.019127
3,9,2010,1687.24,6.21,0.003694
6,9,2010,1719.62,32.38,0.019191
7,9,2010,1715.27,-4.35,-0.00253
8,9,2010,1735.68,20.41,0.011899
9,9,2010,1730.15,-5.53,-0.003186
10,9,2010,1699.91,-30.24,-0.017478
13,9,2010,1695.47,-4.44,-0.002612
14,9,2010,1703.11,7.64,0.004506
15,9,2010,1693.44,-9.67,-0.005678
16,9,2010,1691.32,-2.12,-0.001252
17,9,2010,1691.24,-0.08,-0.000047
20,9,2010,1709.46,18.22,0.010773
21,9,2010,1716.15,6.69,0.003914
22,9,2010,1707.34,-8.81,-0.005134
23,9,2010,1693.47,-13.87,-0.008124
24,9,2010,1697.26,3.79,0.002238
27,9,2010,1711.46,14.2,0.008366
28,9,2010,1744.84,33.38,0.019504
29,9,2010,1766.22,21.38,0.012253
30,9,2010,1769.5,3.28,0.001857
1,10,2010,1766.79,-2.71,-0.001532
4,10,2010,1766.42,-0.37,-0.000209
5,10,2010,1794.73,28.31,0.016027
6,10,2010,1825.05,30.32,0.016894
7,10,2010,1808.89,-16.16,-0.008855
8,10,2010,1826.38,17.49,0.009669
11,10,2010,1845.91,19.53,0.010693
12,10,2010,1842.54,-3.37,-0.001826
13,10,2010,1873.5,30.96,0.016803
14,10,2010,1855.43,-18.07,-0.009645
15,10,2010,1833.59,-21.84,-0.011771
19,10,2010,1857.75,24.16,0.013176
20,10,2010,1860.52,2.77,0.001491
21,10,2010,1877.98,17.46,0.009384
22,10,2010,1906.66,28.68,0.015272
25,10,2010,1900.1,-6.56,-0.003441
26,10,2010,1870.75,-29.35,-0.015447
27,10,2010,1862.84,-7.91,-0.004228
28,10,2010,1871.21,8.37,0.004493
29,10,2010,1901.83,30.62,0.016364
2,11,2010,1913.88,12.05,0.006336
3,11,2010,1923.28,9.4,0.004911
4,11,2010,1942.37,19.09,0.009926
5,11,2010,1940.38,-1.99,-0.001025
8,11,2010,1939.96,-0.42,-0.000216
9,11,2010,1938.49,-1.47,-0.000758
10,11,2010,1889.62,-48.87,-0.02521
11,11,2010,1841.69,-47.93,-0.025365
12,11,2010,1795.09,-46.6,-0.025303
16,11,2010,1729.16,-65.93,-0.036728
17,11,2010,1786.89,57.73,0.033386
18,11,2010,1814.13,27.24,0.015244
19,11,2010,1778.83,-35.3,-0.019458
22,11,2010,1775.45,-3.38,-0.0019
23,11,2010,1750.36,-25.09,-0.014132
24,11,2010,1790.15,39.79,0.022732
25,11,2010,1784.8,-5.35,-0.002989
26,11,2010,1770.59,-14.21,-0.007962
29,11,2010,1762.11,-8.48,-0.004789
30,11,2010,1779.94,17.83,0.010119
1,12,2010,1793.55,13.61,0.007646
2,12,2010,1825.55,32,0.017842
3,12,2010,1830.26,4.71,0.00258
6,12,2010,1840.29,10.03,0.00548
7,12,2010,1837.18,-3.11,-0.00169
9,12,2010,1826.7,-10.48,-0.005704
10,12,2010,1830.86,4.16,0.002277
13,12,2010,1841.24,10.38,0.005669
14,12,2010,1845.71,4.47,0.002428
15,12,2010,1823.61,-22.1,-0.011974
16,12,2010,1826.74,3.13,0.001716
17,12,2010,1823.1,-3.64,-0.001993
20,12,2010,1815.55,-7.55,-0.004141
21,12,2010,1824.82,9.27,0.005106
22,12,2010,1839.59,14.77,0.008094
23,12,2010,1846.5,6.91,0.003756
24,12,2010,1853.24,6.74,0.00365
27,12,2010,1866.12,12.88,0.00695
28,12,2010,1849.51,-16.61,-0.008901
29,12,2010,1839.72,-9.79,-0.005293
30,12,2010,1823.7,-16.02,-0.008708
3,1,2011,1803,-20.7,-0.011351
4,1,2011,1810.27,7.27,0.004032
5,1,2011,1790.57,-19.7,-0.010882
6,1,2011,1766.77,-23.8,-0.013292
7,1,2011,1781.71,14.94,0.008456
11,1,2011,1763.08,-18.63,-0.010456
12,1,2011,1784.1,21.02,0.011922
13,1,2011,1801.86,17.76,0.009955
14,1,2011,1796.05,-5.81,-0.003224
17,1,2011,1801.66,5.61,0.003124
18,1,2011,1790.41,-11.25,-0.006244
19,1,2011,1766.21,-24.2,-0.013516
20,1,2011,1741.61,-24.6,-0.013928
21,1,2011,1756.48,14.87,0.008538
24,1,2011,1759.99,3.51,0.001998
25,1,2011,1754.92,-5.07,-0.002881
26,1,2011,1771.55,16.63,0.009476
27,1,2011,1773.04,1.49,0.000841
28,1,2011,1768.13,-4.91,-0.002769
31,1,2011,1762.43,-5.7,-0.003224
1,2,2011,1759.61,-2.82,-0.0016
2,2,2011,1745.24,-14.37,-0.008167
3,2,2011,1735.96,-9.28,-0.005317
4,2,2011,1709.06,-26.9,-0.015496
7,2,2011,1691.87,-17.19,-0.010058
8,2,2011,1710.54,18.67,0.011035
9,2,2011,1696.85,-13.69,-0.008003
10,2,2011,1687.92,-8.93,-0.005263
11,2,2011,1694.51,6.59,0.003904
14,2,2011,1703.39,8.88,0.00524
15,2,2011,1692.43,-10.96,-0.006434
16,2,2011,1689.95,-6.42,-0.003785
17,2,2011,1666.93,-23.02,-0.013622
18,2,2011,1644.66,-22.27,-0.01336
21,2,2011,1658.33,13.67,0.008312
22,2,2011,1661.43,3.1,0.001869
23,2,2011,1698.63,37.2,0.02239
24,2,2011,1699.17,0.54,0.000318
25,2,2011,1713.4,14.23,0.008375
28,2,2011,1750.97,37.57,0.021927
1,3,2011,1762.02,11.05,0.006311
2,3,2011,1760.13,-1.89,-0.001073
3,3,2011,1782.06,21.93,0.012459
4,3,2011,1788.14,6.08,0.003412
7,3,2011,1778.92,-9.22,-0.005156
8,3,2011,1757.98,-20.94,-0.011771
9,3,2011,1765.67,7.69,0.004374
10,3,2011,1728.54,-37.13,-0.021029
11,3,2011,1699.01,-29.53,-0.017084
14,3,2011,1685.54,-13.47,-0.007928
15,3,2011,1645.96,-39.58,-0.023482
16,3,2011,1638.58,-7.38,-0.004484
17,3,2011,1708.98,70.4,0.042964
18,3,2011,1739.16,30.18,0.01766
22,3,2011,1740.98,1.82,0.001046
23,3,2011,1743.02,2.04,0.001172
24,3,2011,1742.05,-0.97,-0.000557
25,3,2011,1727.79,-14.26,-0.008186
28,3,2011,1721.7,-6.09,-0.003525
29,3,2011,1708.76,-12.94,-0.007516
30,3,2011,1703.93,-4.83,-0.002827
31,3,2011,1718.45,14.52,0.008521
1,4,2011,1708.59,-9.86,-0.005738
4,4,2011,1707.14,-1.45,-0.000849
5,4,2011,1719.39,12.25,0.007176
6,4,2011,1724.42,5.03,0.002925
7,4,2011,1723.94,-0.48,-0.000278
8,4,2011,1708.66,-15.28,-0.008863
11,4,2011,1703.1,-5.56,-0.003254
12,4,2011,1676.58,-26.52,-0.015572
13,4,2011,1682.54,5.96,0.003555
14,4,2011,1670.12,-12.42,-0.007382
15,4,2011,1670.18,0.06,0.000036
18,4,2011,1653.76,-16.42,-0.009831
19,4,2011,1661.23,7.47,0.004517
20,4,2011,1691.73,30.5,0.01836
25,4,2011,1689.11,-2.62,-0.001549
26,4,2011,1697.39,8.28,0.004902
27,4,2011,1690.59,-6.8,-0.004006
28,4,2011,1697.39,6.8,0.004022
29,4,2011,1700.68,3.29,0.001938
2,5,2011,1692.14,-8.54,-0.005022
3,5,2011,1671.95,-20.19,-0.011932
4,5,2011,1675.38,3.43,0.002051
5,5,2011,1643.3,-32.08,-0.019148
6,5,2011,1652.88,9.58,0.00583
9,5,2011,1670.42,17.54,0.010612
10,5,2011,1692.77,22.35,0.01338
11,5,2011,1697.55,4.78,0.002824
12,5,2011,1703.03,5.48,0.003228
13,5,2011,1706.76,3.73,0.00219
16,5,2011,1700.03,-6.73,-0.003943
17,5,2011,1713.15,13.12,0.007718
18,5,2011,1710.67,-2.48,-0.001448
19,5,2011,1706.13,-4.54,-0.002654
20,5,2011,1710.5,4.37,0.002561
23,5,2011,1709.07,-1.43,-0.000836
24,5,2011,1721.44,12.37,0.007238
25,5,2011,1717.92,-3.52,-0.002045
26,5,2011,1733.2,15.28,0.008894
27,5,2011,1732.02,-1.18,-0.000681
30,5,2011,1737.87,5.85,0.003378
31,5,2011,1760.4,22.53,0.012964
1,6,2011,1753.64,-6.76,-0.00384
2,6,2011,1752.74,-0.9,-0.000513
3,6,2011,1753.31,0.57,0.000325
7,6,2011,1750.15,-3.16,-0.001802
8,6,2011,1755.85,5.7,0.003257
9,6,2011,1753.2,-2.65,-0.001509
10,6,2011,1751.77,-1.43,-0.000816
13,6,2011,1730,-21.77,-0.012427
14,6,2011,1729.69,-0.31,-0.000179
15,6,2011,1701.98,-27.71,-0.01602
16,6,2011,1701.45,-0.53,-0.000311
17,6,2011,1702.44,0.99,0.000582
20,6,2011,1697,-5.44,-0.003195
21,6,2011,1709.27,12.27,0.00723
22,6,2011,1721.61,12.34,0.007219
23,6,2011,1712.98,-8.63,-0.005013
24,6,2011,1710.15,-2.83,-0.001652
28,6,2011,1711.42,1.27,0.000743
29,6,2011,1718.91,7.49,0.004376
30,6,2011,1700.43,-18.48,-0.010751
1,7,2011,1707.03,6.6,0.003881
5,7,2011,1716.02,8.99,0.005266
6,7,2011,1677.4,-38.62,-0.022506
7,7,2011,1673.86,-3.54,-0.00211
8,7,2011,1656.36,-17.5,-0.010455
11,7,2011,1612.67,-43.69,-0.026377
12,7,2011,1597.89,-14.78,-0.009165
13,7,2011,1610.84,12.95,0.008104
14,7,2011,1585.16,-25.68,-0.015942
15,7,2011,1584.07,-1.09,-0.000688
18,7,2011,1589.3,5.23,0.003302
19,7,2011,1628.2,38.9,0.024476
21,7,2011,1644.74,16.54,0.010158
22,7,2011,1645.71,0.97,0.00059
25,7,2011,1655.68,9.97,0.006058
26,7,2011,1664.25,8.57,0.005176
27,7,2011,1652.59,-11.66,-0.007006
28,7,2011,1671.32,18.73,0.011334
29,7,2011,1659.39,-11.93,-0.007138
1,8,2011,1669.63,10.24,0.006171
2,8,2011,1658.98,-10.65,-0.006379
3,8,2011,1651.57,-7.41,-0.004467
4,8,2011,1601.41,-50.16,-0.030371
5,8,2011,1588.1,-13.31,-0.008311
8,8,2011,1535.48,-52.62,-0.033134
9,8,2011,1578.06,42.58,0.027731
10,8,2011,1582.2,4.14,0.002623
11,8,2011,1600.32,18.12,0.011452
12,8,2011,1611.13,10.81,0.006755
16,8,2011,1620.63,9.5,0.005896
17,8,2011,1624.14,3.51,0.002166
18,8,2011,1581.3,-42.84,-0.026377
19,8,2011,1573.1,-8.2,-0.005186
22,8,2011,1572.63,-0.47,-0.000299
23,8,2011,1594.98,22.35,0.014212
24,8,2011,1606.58,11.6,0.007273
25,8,2011,1597.83,-8.75,-0.005446
26,8,2011,1598.55,0.72,0.000451
29,8,2011,1621.76,23.21,0.014519
30,8,2011,1642.79,21.03,0.012967
31,8,2011,1642.04,-0.26,-0.000158
1,9,2011,1642.9,0.37,0.000225
2,9,2011,1642.54,-0.36,-0.000219
5,9,2011,1610.98,-31.56,-0.019214
6,9,2011,1634.33,23.35,0.014494
7,9,2011,1646.88,12.55,0.007679
8,9,2011,1645.06,-1.82,-0.001105
9,9,2011,1631.87,-13.19,-0.008018
12,9,2011,1629.9,-1.97,-0.001207
13,9,2011,1634.16,4.26,0.002614
14,9,2011,1640.37,6.21,0.0038
15,9,2011,1659.03,18.66,0.011375
16,9,2011,1684.37,25.34,0.015274
19,9,2011,1680.37,-4,-0.002375
20,9,2011,1676.51,-3.86,-0.002297
21,9,2011,1656.33,-20.18,-0.012037
22,9,2011,1607.91,-48.42,-0.029233
23,9,2011,1593.69,-14.22,-0.008844
26,9,2011,1584.3,-9.39,-0.005892
27,9,2011,1593.65,9.35,0.005902
28,9,2011,1586.55,-7.1,-0.004455
29,9,2011,1602.97,16.42,0.01035
30,9,2011,1584.75,-18.22,-0.011366
3,10,2011,1550.95,-33.8,-0.021328
4,10,2011,1567.69,16.74,0.010793
5,10,2011,1578.7,11.01,0.007023
6,10,2011,1589.68,10.98,0.006955
7,10,2011,1583.86,-5.82,-0.003661
10,10,2011,1602.25,18.39,0.011611
11,10,2011,1596.7,-5.55,-0.003464
12,10,2011,1610.92,14.22,0.008906
13,10,2011,1612.34,1.42,0.000881
14,10,2011,1618.42,6.08,0.003771
18,10,2011,1627.69,9.27,0.005728
19,10,2011,1615.59,-12.1,-0.007434
20,10,2011,1619.15,3.56,0.002204
21,10,2011,1627.27,8.12,0.005015
24,10,2011,1634.43,7.16,0.0044
25,10,2011,1620.98,-13.45,-0.008229
26,10,2011,1623.33,2.35,0.00145
27,10,2011,1639.95,16.62,0.010238
28,10,2011,1636.5,-3.45,-0.002104
31,10,2011,1622.23,-14.27,-0.00872
1,11,2011,1597.17,-25.06,-0.015448
2,11,2011,1595.2,-1.97,-0.001233
3,11,2011,1609.71,14.51,0.009096
4,11,2011,1600.14,-9.57,-0.005945
8,11,2011,1606.91,6.77,0.004231
9,11,2011,1581.37,-25.54,-0.015894
10,11,2011,1573.5,-7.87,-0.004977
11,11,2011,1582.14,8.64,0.005491
15,11,2011,1579.39,-2.75,-0.001738
16,11,2011,1571.96,-7.43,-0.004704
17,11,2011,1570.15,-1.81,-0.001151
18,11,2011,1562.55,-7.6,-0.00484
21,11,2011,1545.32,-17.23,-0.011027
22,11,2011,1544.24,-1.08,-0.000699
23,11,2011,1496.65,-47.59,-0.030818
24,11,2011,1492.3,-4.35,-0.002906
25,11,2011,1482.59,-9.71,-0.006507
28,11,2011,1512.95,30.36,0.020478
29,11,2011,1525.05,12.1,0.007998
30,11,2011,1561.07,36.02,0.023619
1,12,2011,1575.56,14.49,0.009282
2,12,2011,1586.85,11.29,0.007166
5,12,2011,1574.81,-12.04,-0.007587
6,12,2011,1544.21,-30.6,-0.019431
7,12,2011,1576.49,32.28,0.020904
9,12,2011,1577.86,1.37,0.000869
12,12,2011,1572.06,-5.8,-0.003676
13,12,2011,1568.09,-3.97,-0.002525
14,12,2011,1546.37,-21.72,-0.013851
15,12,2011,1541.9,-4.47,-0.002891
16,12,2011,1571.89,29.99,0.01945
19,12,2011,1561.06,-10.83,-0.00689
20,12,2011,1579.47,18.41,0.011793
21,12,2011,1586.41,6.94,0.004394
22,12,2011,1599.74,13.33,0.008403
23,12,2011,1600.4,0.66,0.000413
26,12,2011,1592.11,-8.29,-0.00518
27,12,2011,1584.91,-7.2,-0.004522
28,12,2011,1589.38,4.47,0.00282
29,12,2011,1571.55,-17.83,-0.011218
2,1,2012,1577.71,6.16,0.00392
3,1,2012,1601.87,24.16,0.015313
4,1,2012,1606.48,4.61,0.002878
5,1,2012,1606.09,-0.39,-0.000243
6,1,2012,1599.69,-6.4,-0.003985
10,1,2012,1618.88,19.19,0.011996
11,1,2012,1609.94,-8.94,-0.005522
12,1,2012,1585.81,-24.13,-0.014988
13,1,2012,1592.82,7.01,0.00442
16,1,2012,1578.22,-14.6,-0.009166
17,1,2012,1597.95,19.73,0.012501
18,1,2012,1613.67,15.72,0.009838
19,1,2012,1606.49,-7.18,-0.004449
20,1,2012,1607.26,0.77,0.000479
23,1,2012,1609.92,2.66,0.001655
24,1,2012,1605.29,-4.63,-0.002876
25,1,2012,1602.73,-2.56,-0.001595
26,1,2012,1601.27,-1.46,-0.000911
27,1,2012,1595.77,-5.5,-0.003435
30,1,2012,1614.01,18.24,0.01143
31,1,2012,1633.62,19.61,0.01215
1,2,2012,1634,0.38,0.000233
2,2,2012,1642.73,8.73,0.005343
3,2,2012,1643.43,0.7,0.000426
6,2,2012,1642.15,-1.28,-0.000779
7,2,2012,1649.71,7.56,0.004604
8,2,2012,1655.43,5.72,0.003467
9,2,2012,1658.67,3.24,0.001957
10,2,2012,1657.28,-1.39,-0.000838
13,2,2012,1669.47,12.19,0.007355
14,2,2012,1674.22,4.75,0.002845
15,2,2012,1677.16,2.94,0.001756
16,2,2012,1705.02,27.86,0.016611
17,2,2012,1710.76,5.74,0.003367
20,2,2012,1714.26,3.5,0.002046
21,2,2012,1700.22,-14.04,-0.00819
22,2,2012,1703.29,3.07,0.001806
23,2,2012,1720.51,17.22,0.01011
24,2,2012,1718.51,-2,-0.001162
27,2,2012,1706.7,-11.81,-0.006872
28,2,2012,1698.81,-7.89,-0.004623
29,2,2012,1730.46,31.65,0.018631
1,3,2012,1740.64,10.18,0.005883
2,3,2012,1739.94,-0.7,-0.000402
5,3,2012,1735.25,-4.69,-0.002695
6,3,2012,1707.85,-27.4,-0.01579
7,3,2012,1712.59,4.74,0.002775
8,3,2012,1724.74,12.15,0.007095
9,3,2012,1724.62,-0.12,-0.00007
12,3,2012,1718.86,-5.76,-0.00334
13,3,2012,1747.23,28.37,0.016505
14,3,2012,1740.55,-6.68,-0.003823
15,3,2012,1739.08,-1.47,-0.000845
16,3,2012,1705,-34.08,-0.019597
20,3,2012,1713.25,8.25,0.004839
21,3,2012,1714.28,1.03,0.000601
22,3,2012,1706.08,-8.2,-0.004783
23,3,2012,1732.23,26.15,0.015328
26,3,2012,1747.8,15.57,0.008988
27,3,2012,1736.81,-10.99,-0.006288
28,3,2012,1737.36,0.55,0.000317
29,3,2012,1751.47,14.11,0.008122
30,3,2012,1743.63,-7.84,-0.004476
2,4,2012,1741.76,-1.87,-0.001072
3,4,2012,1741.87,0.11,0.000063
4,4,2012,1742.9,1.03,0.000591
9,4,2012,1744.02,1.12,0.000643
10,4,2012,1739.48,-4.54,-0.002603
11,4,2012,1755.43,15.95,0.009169
12,4,2012,1756.27,0.84,0.000479
13,4,2012,1748.7,-7.57,-0.00431
16,4,2012,1761.03,12.33,0.007051
17,4,2012,1765.55,4.52,0.002567
18,4,2012,1762.93,-2.62,-0.001484
19,4,2012,1750.7,-12.23,-0.006937
23,4,2012,1746.29,-8.27,-0.004713
24,4,2012,1736.95,-9.34,-0.005348
25,4,2012,1749.43,12.48,0.007185
26,4,2012,1759.62,10.19,0.005825
27,4,2012,1769.49,9.87,0.005609
30,4,2012,1785.66,16.17,0.009138
2,5,2012,1814.12,28.46,0.015938
3,5,2012,1812.08,-2.04,-0.001125
4,5,2012,1799.25,-12.83,-0.00708
7,5,2012,1802.34,3.09,0.001717
8,5,2012,1796.45,-5.89,-0.003268
9,5,2012,1793.63,-2.82,-0.00157
10,5,2012,1779.53,-14.1,-0.007861
11,5,2012,1775.8,-3.73,-0.002096
14,5,2012,1740.03,-35.77,-0.020143
15,5,2012,1733.67,-6.36,-0.003655
16,5,2012,1737.27,3.6,0.002077
17,5,2012,1707.1,-30.17,-0.017366
18,5,2012,1715.45,8.35,0.004891
22,5,2012,1732.77,17.32,0.010096
23,5,2012,1727.34,-5.43,-0.003134
24,5,2012,1720.08,-7.26,-0.004203
25,5,2012,1713.33,-6.75,-0.003924
28,5,2012,1701.09,-12.24,-0.007144
29,5,2012,1712.03,10.94,0.006431
30,5,2012,1693.06,-18.97,-0.01108
31,5,2012,1726.55,33.49,0.019781
1,6,2012,1680.44,-46.11,-0.026706
4,6,2012,1664.04,-16.4,-0.009759
5,6,2012,1660.65,-3.39,-0.002037
6,6,2012,1673.34,12.69,0.007642
7,6,2012,1676.44,3.1,0.001853
8,6,2012,1672.84,-3.6,-0.002147
12,6,2012,1656.57,-16.27,-0.009726
13,6,2012,1653.02,-3.55,-0.002143
14,6,2012,1665.18,12.16,0.007356
15,6,2012,1649.5,-15.68,-0.009416
19,6,2012,1676.53,27.03,0.016387
20,6,2012,1686.6,10.07,0.006006
21,6,2012,1638.93,-47.67,-0.028264
22,6,2012,1633.51,-5.42,-0.003307
25,6,2012,1593.97,-39.54,-0.024206
26,6,2012,1595.32,1.35,0.000847
27,6,2012,1626.87,31.55,0.019777
28,6,2012,1610.49,-16.38,-0.010068
29,6,2012,1640.01,29.52,0.01833
3,7,2012,1669.72,29.71,0.018116
4,7,2012,1666.75,-2.97,-0.001779
5,7,2012,1673.3,6.55,0.00393
6,7,2012,1667.44,-5.86,-0.003502
9,7,2012,1660.33,-7.11,-0.004264
10,7,2012,1654.13,-6.2,-0.003734
11,7,2012,1666.08,11.95,0.007224
12,7,2012,1644.65,-21.43,-0.012863
13,7,2012,1657.84,13.19,0.00802
16,7,2012,1655.1,-2.74,-0.001653
17,7,2012,1660.46,5.36,0.003238
18,7,2012,1665.54,5.08,0.003059
19,7,2012,1671.02,5.48,0.00329
23,7,2012,1658.12,-12.9,-0.00772
24,7,2012,1658.8,0.68,0.00041
25,7,2012,1642.76,-16.04,-0.00967
26,7,2012,1650.02,7.26,0.004419
27,7,2012,1684.97,34.95,0.021182
30,7,2012,1683.09,-1.88,-0.001116
31,7,2012,1673.87,-9.22,-0.005478
1,8,2012,1668.16,-5.71,-0.003411
2,8,2012,1651.66,-16.5,-0.009891
3,8,2012,1644.62,-7.04,-0.004262
6,8,2012,1638.69,-5.93,-0.003606
8,8,2012,1612.62,-26.07,-0.015909
9,8,2012,1652.22,39.6,0.024556
10,8,2012,1661.68,9.46,0.005726
13,8,2012,1656.32,-5.36,-0.003226
14,8,2012,1667.12,10.8,0.00652
15,8,2012,1678.45,11.33,0.006796
16,8,2012,1684.47,6.02,0.003587
17,8,2012,1686.75,2.28,0.001354
21,8,2012,1673.75,-13,-0.007707
22,8,2012,1677.78,4.03,0.002408
23,8,2012,1679,1.22,0.000727
24,8,2012,1672.59,-6.41,-0.003818
27,8,2012,1675.66,3.07,0.001835
28,8,2012,1683.2,7.54,0.0045
29,8,2012,1675.2,-8,-0.004753
30,8,2012,1667.96,-7.24,-0.004322
31,8,2012,1668.5,0.54,0.000324
3,9,2012,1667.1,-1.4,-0.000839
4,9,2012,1655.2,-11.9,-0.007138
5,9,2012,1650.16,-5.04,-0.003045
6,9,2012,1680.96,30.8,0.018665
7,9,2012,1689.54,8.58,0.005104
10,9,2012,1683.06,-6.48,-0.003835
11,9,2012,1685.2,2.14,0.001271
12,9,2012,1683.19,-2.01,-0.001193
13,9,2012,1695.77,12.58,0.007474
14,9,2012,1708.52,12.75,0.007519
17,9,2012,1681.37,-27.15,-0.015891
18,9,2012,1688.66,7.29,0.004336
19,9,2012,1705.1,16.44,0.009736
20,9,2012,1703.79,-1.31,-0.000768
21,9,2012,1709.38,5.59,0.003281
24,9,2012,1696.13,-13.25,-0.007751
25,9,2012,1686.1,-10.03,-0.005913
26,9,2012,1683.52,-2.58,-0.00153
27,9,2012,1695.75,12.23,0.007265
28,9,2012,1681.08,-14.67,-0.008651
1,10,2012,1683.4,2.32,0.00138
2,10,2012,1695.46,12.06,0.007164
3,10,2012,1692.75,-2.71,-0.001598
4,10,2012,1703.7,10.95,0.006469
5,10,2012,1704.62,0.92,0.00054
8,10,2012,1702.03,-2.59,-0.001519
9,10,2012,1695.89,-6.14,-0.003607
10,10,2012,1698.16,2.27,0.001339
11,10,2012,1700.28,2.12,0.001248
12,10,2012,1706.5,6.22,0.003658
16,10,2012,1721.62,15.12,0.00886
17,10,2012,1753.63,32.01,0.018593
18,10,2012,1775.3,21.67,0.012357
19,10,2012,1780.11,4.81,0.002709
22,10,2012,1795.74,15.63,0.00878
23,10,2012,1790.49,-5.25,-0.002924
24,10,2012,1795.58,5.09,0.002843
25,10,2012,1832.14,36.56,0.020361
26,10,2012,1830.06,-2.08,-0.001135
29,10,2012,1835.82,5.76,0.003147
30,10,2012,1813.4,-22.42,-0.012213
31,10,2012,1809.93,-3.47,-0.001914
1,11,2012,1771.46,-38.47,-0.021255
2,11,2012,1754.39,-17.07,-0.009636
6,11,2012,1742.77,-11.62,-0.006623
7,11,2012,1700.88,-41.89,-0.024036
8,11,2012,1745.4,44.52,0.026175
9,11,2012,1749.79,4.39,0.002515
13,11,2012,1743.09,-6.7,-0.003829
14,11,2012,1730.7,-12.39,-0.007108
15,11,2012,1741.54,10.84,0.006263
16,11,2012,1739.37,-2.17,-0.001246
19,11,2012,1743.83,4.46,0.002564
20,11,2012,1743.33,-0.5,-0.000287
21,11,2012,1748.26,4.93,0.002828
22,11,2012,1746,-2.26,-0.001293
23,11,2012,1743.39,-2.61,-0.001495
26,11,2012,1735.06,-8.33,-0.004778
27,11,2012,1733.01,-2.05,-0.001182
28,11,2012,1738.19,5.18,0.002989
29,11,2012,1747.27,9.08,0.005224
30,11,2012,1759.53,12.26,0.007017
3,12,2012,1767.42,7.89,0.004484
4,12,2012,1773.75,6.33,0.003581
5,12,2012,1792.97,19.22,0.010836
6,12,2012,1796.93,3.96,0.002209
7,12,2012,1800.19,3.26,0.001814
10,12,2012,1803.63,3.44,0.001911
11,12,2012,1814.31,10.68,0.005921
12,12,2012,1818.73,4.42,0.002436
13,12,2012,1812.26,-6.47,-0.003557
14,12,2012,1806.78,-5.48,-0.003024
17,12,2012,1808.61,1.83,0.001013
18,12,2012,1809.56,0.95,0.000525
19,12,2012,1821.91,12.35,0.006825
20,12,2012,1815.15,-6.76,-0.00371
21,12,2012,1814.73,-0.42,-0.000231
24,12,2012,1825.23,10.5,0.005786
26,12,2012,1822.46,-2.77,-0.001518
27,12,2012,1835.38,12.92,0.007089
28,12,2012,1832.75,-2.63,-0.001433
2,1,2013,1824.93,-7.82,-0.004267
3,1,2013,1842.71,17.78,0.009743
4,1,2013,1848.41,5.7,-1
8,1,2013,1832.04,-16.37,-0.008856
9,1,2013,1844.33,12.29,0.006708
10,1,2013,1837.77,-6.56,-0.003557
11,1,2013,1837.01,-0.76,-0.000414
14,1,2013,1840.19,3.18,0.001731
15,1,2013,1838.7,-1.49,-0.00081
16,1,2013,1841.42,2.72,0.001479
17,1,2013,1833.38,-8.04,-0.004366
18,1,2013,1845.22,11.84,0.006458
21,1,2013,1843.72,-1.5,-0.000813
22,1,2013,1852.93,9.21,0.004995
23,1,2013,1856.36,3.43,0.001851
24,1,2013,1863.83,7.47,0.004024
25,1,2013,1866.62,2.79,0.001497
28,1,2013,1859.88,-6.74,-0.003611
29,1,2013,1867.65,7.77,0.004178
30,1,2013,1869.98,2.33,0.001248
31,1,2013,1866.21,-3.77,-0.002016
1,2,2013,1878.38,12.17,0.006521
4,2,2013,1876.35,-2.03,-0.001081
5,2,2013,1889.3,12.95,0.006902
6,2,2013,1880.02,-9.28,-0.004912
7,2,2013,1870.5,-9.52,-0.005064
8,2,2013,1870.73,0.23,0.000123
11,2,2013,1858.65,-12.08,-0.006457
12,2,2013,1860.3,1.65,0.000888
13,2,2013,1873.38,13.08,0.007031
14,2,2013,1873.52,0.14,0.000075
15,2,2013,1859.54,-13.98,-0.007462
18,2,2013,1862.53,2.99,0.001608
19,2,2013,1849.53,-13,-0.00698
20,2,2013,1845.03,-4.5,-0.002433
21,2,2013,1844.07,-0.96,-0.00052
22,2,2013,1851.93,7.86,0.004262
25,2,2013,1852.96,1.03,0.000556
26,2,2013,1846.31,-6.65,-0.003589
27,2,2013,1847.63,1.32,0.000715
28,2,2013,1844.49,-3.14,-0.001699
1,3,2013,1839.74,-4.75,-0.002575
4,3,2013,1822.46,-17.28,-0.009393
5,3,2013,1815.27,-7.19,-0.003945
6,3,2013,1806.97,-8.3,-0.004572
7,3,2013,1790.98,-15.99,-0.008849
8,3,2013,1792.26,1.28,0.000715
11,3,2013,1793.99,1.73,0.000965
12,3,2013,1800.66,6.67,0.003718
13,3,2013,1790.1,-10.56,-0.005865
14,3,2013,1789.81,-0.29,-0.000162
15,3,2013,1806.67,16.86,0.00942
18,3,2013,1796.57,-10.1,-0.00559
