Day,Month,Year,Valor COLCAP,Variacion absoluta,Variacion porcentual
19,3,2013,1760.23,-36.34,-0.020227
20,3,2013,1759.56,-0.67,-0.000381
21,3,2013,1758.44,-1.12,-0.000637
22,3,2013,1760.05,1.61,0.000916
26,3,2013,1773.98,13.93,0.007915
27,3,2013,1774.86,0.88,0.000496
1,4,2013,1770.09,-4.77,-0.002688
2,4,2013,1769.61,-0.48,-0.000271
3,4,2013,1746.9,-22.71,-0.012833
4,4,2013,1756.97,10.07,0.005764
5,4,2013,1758.88,1.91,0.001087
8,4,2013,1745.89,-12.99,-0.007385
9,4,2013,1739.58,-6.31,-0.003614
10,4,2013,1742.18,2.6,0.001495
11,4,2013,1750.72,8.54,0.004902
12,4,2013,1733.9,-16.82,-0.009607
15,4,2013,1682.2,-51.7,-0.029817
16,4,2013,1705.48,23.28,0.013839
17,4,2013,1699.94,-5.54,-0.003248
18,4,2013,1703.49,3.55,0.002088
19,4,2013,1705.98,2.49,0.001462
22,4,2013,1713.68,7.7,0.004514
23,4,2013,1713.35,-0.33,-0.000193
24,4,2013,1715.77,2.42,0.001412
25,4,2013,1715.96,0.19,0.000111
26,4,2013,1705.11,-10.85,-0.006323
29,4,2013,1700.13,-4.98,-0.002921
30,4,2013,1684.88,-15.25,-0.00897
2,5,2013,1695.64,10.76,0.006386
3,5,2013,1698.54,2.9,0.00171
6,5,2013,1686.81,-11.73,-0.006906
7,5,2013,1688.35,1.54,0.000913
8,5,2013,1674.3,-14.05,-0.008322
9,5,2013,1674.21,-0.09,-0.000054
10,5,2013,1654.77,-19.44,-0.011611
14,5,2013,1663.53,8.76,0.005294
15,5,2013,1677.53,14,0.008416
16,5,2013,1686.64,9.11,0.005431
17,5,2013,1689.89,3.25,0.001927
20,5,2013,1681.81,-8.08,-0.004781
21,5,2013,1690.57,8.76,0.005209
22,5,2013,1694.68,4.11,0.002431
23,5,2013,1699.53,4.85,0.002862
24,5,2013,1704.66,5.13,0.003018
27,5,2013,1704.2,-0.46,-0.00027
28,5,2013,1716.23,12.03,0.007059
29,5,2013,1708.44,-7.79,-0.004539
30,5,2013,1702.68,-5.76,-0.003371
31,5,2013,1666.25,-36.43,-0.021396
4,6,2013,1685.12,18.87,0.011325
5,6,2013,1682.02,-3.1,-0.00184
6,6,2013,1677.52,-4.5,-0.002675
7,6,2013,1672.83,-4.69,-0.002796
11,6,2013,1653.52,-19.31,-0.011543
12,6,2013,1629.7,-23.82,-0.014406
13,6,2013,1629.59,-0.11,-0.000067
14,6,2013,1636.9,7.31,0.004486
17,6,2013,1635.23,-1.67,-0.00102
18,6,2013,1655.85,20.62,0.01261
19,6,2013,1650.73,-5.12,-0.003092
20,6,2013,1614.17,-36.56,-0.022148
21,6,2013,1595.35,-18.82,-0.011659
24,6,2013,1570.66,-24.69,-0.015476
25,6,2013,1557.29,-13.37,-0.008512
26,6,2013,1574.5,17.21,0.011051
27,6,2013,1577.39,2.89,0.001836
28,6,2013,1615.84,38.45,0.024376
2,7,2013,1613.05,-2.79,-0.001727
3,7,2013,1607.03,-6.02,-0.003732
4,7,2013,1610.45,3.42,0.002128
5,7,2013,1597.41,-13.04,-0.008097
8,7,2013,1586.14,-11.27,-0.007055
9,7,2013,1575.68,-10.46,-0.006595
10,7,2013,1550.7,-24.98,-0.015853
11,7,2013,1584.43,33.73,0.021751
12,7,2013,1604.24,19.81,0.012503
15,7,2013,1634.75,30.51,0.019018
16,7,2013,1644.74,9.99,0.006111
17,7,2013,1666.87,22.13,0.013455
18,7,2013,1680.11,13.24,0.007943
19,7,2013,1685.63,5.52,0.003285
22,7,2013,1666.29,-19.34,-0.011473
23,7,2013,1694.59,28.3,0.016984
24,7,2013,1704.86,10.27,0.00606
25,7,2013,1701.29,-3.57,-0.002094
26,7,2013,1694.34,-6.95,-0.004085
29,7,2013,1689.53,-4.81,-0.002839
30,7,2013,1694.9,5.37,0.003178
31,7,2013,1680.7,-14.2,-0.008378
1,8,2013,1706,25.3,0.015053
2,8,2013,1721.95,15.95,0.009349
5,8,2013,1718.45,-3.5,-0.002033
6,8,2013,1720.03,1.58,0.000919
8,8,2013,1716.4,-3.63,-0.00211
9,8,2013,1720.67,4.27,0.002488
12,8,2013,1722.91,2.24,0.001302
13,8,2013,1736.35,13.44,0.007801
14,8,2013,1747.11,10.76,0.006197
15,8,2013,1730.41,-16.7,-0.009559
16,8,2013,1727.74,-2.67,-0.001543
20,8,2013,1725.64,-2.1,-0.001215
21,8,2013,1723.34,-2.3,-0.001333
22,8,2013,1722.35,-0.99,-0.000574
23,8,2013,1720.68,-1.67,-0.00097
26,8,2013,1714.15,-6.53,-0.003795
27,8,2013,1714.14,-0.01,-0.000006
28,8,2013,1734,19.86,0.011586
29,8,2013,1721.94,-12.06,-0.006955
30,8,2013,1729.62,7.68,0.00446
2,9,2013,1732.65,3.03,0.001752
3,9,2013,1737.62,4.97,0.002868
4,9,2013,1746.9,9.28,0.005341
5,9,2013,1746.75,-0.15,-0.000086
6,9,2013,1736.54,-10.21,-0.005845
9,9,2013,1752.76,16.22,0.00934
10,9,2013,1765.98,13.22,0.007542
11,9,2013,1770.01,4.03,0.002282
12,9,2013,1768.04,-1.97,-0.001113
13,9,2013,1761.31,-6.73,-0.003806
16,9,2013,1758.74,-2.57,-0.001459
17,9,2013,1766.95,8.21,0.004668
18,9,2013,1766,-0.95,-0.000538
19,9,2013,1765.99,-0.01,-0.000006
20,9,2013,1767.5,1.51,0.000855
23,9,2013,1773.48,5.98,0.003383
24,9,2013,1775.35,1.87,0.001054
25,9,2013,1777,1.65,0.000929
26,9,2013,1765.51,-11.49,-0.006466
27,9,2013,1768.52,3.01,0.001705
30,9,2013,1752.26,-16.26,-0.009194
1,10,2013,1757.92,5.66,0.00323
2,10,2013,1756.97,-0.95,-0.00054
3,10,2013,1754.75,-2.22,-0.001264
4,10,2013,1751.71,-3.04,-0.001732
7,10,2013,1753.6,1.89,0.001079
8,10,2013,1757.29,3.69,0.002104
9,10,2013,1751.06,0,0
10,10,2013,1756.77,5.71,0.003261
11,10,2013,1763.11,6.34,0.003609
15,10,2013,1766.44,3.33,0.001889
16,10,2013,1770.06,3.62,0.002049
17,10,2013,1772.17,2.11,0.001192
18,10,2013,1781,8.83,0.004983
21,10,2013,1779.67,-1.33,-0.000747
22,10,2013,1773.52,-6.15,-0.003456
23,10,2013,1771.25,-2.27,-0.00128
24,10,2013,1775.05,3.8,0.002145
25,10,2013,1773.84,-1.21,-0.000682
28,10,2013,1763.16,-10.68,-0.006021
29,10,2013,1763.01,-0.15,-0.000085
30,10,2013,1758.37,-4.64,-0.002632
31,10,2013,1742.94,-15.43,-0.008775
1,11,2013,1752.97,10.03,0.005755
5,11,2013,1734.76,-18.21,-0.010388
6,11,2013,1736.78,2.02,0.001164
7,11,2013,1713.84,-22.94,-0.013208
8,11,2013,1678.18,-35.66,-0.020807
12,11,2013,1626.07,-52.11,-0.031051
13,11,2013,1663,36.93,0.022711
14,11,2013,1672.18,9.18,0.00552
15,11,2013,1672.1,-0.08,-0.000048
18,11,2013,1670.99,-1.11,-0.000664
19,11,2013,1666.26,-4.73,-0.002831
20,11,2013,1662.73,-3.53,-0.002119
21,11,2013,1659.55,-3.18,-0.001913
22,11,2013,1655.24,-4.31,-0.002597
25,11,2013,1635.5,-19.74,-0.011926
26,11,2013,1625.62,-9.88,-0.006041
27,11,2013,1622.53,-3.09,-0.001901
28,11,2013,1627.07,4.54,0.002798
29,11,2013,1630.19,3.12,0.001918
2,12,2013,1625.93,-4.26,-0.002613
3,12,2013,1626.99,1.06,0.000652
4,12,2013,1587.37,-39.62,-0.024352
5,12,2013,1610.28,22.91,0.014433
6,12,2013,1599.52,-10.76,-0.006682
9,12,2013,1614.63,15.11,0.009447
10,12,2013,1624,9.37,0.005803
11,12,2013,1630.84,6.84,0.004212
12,12,2013,1646.73,15.89,0.009743
13,12,2013,1638.2,-8.53,-0.00518
16,12,2013,1606.98,-31.22,-0.019058
17,12,2013,1616.45,9.47,0.005893
18,12,2013,1600.13,-16.32,-0.010096
19,12,2013,1607.44,7.31,0.004568
20,12,2013,1630.43,22.99,0.014302
23,12,2013,1602.6,-27.83,-0.017069
24,12,2013,1613.81,11.21,0.006995
26,12,2013,1602.72,-11.09,-0.006872
27,12,2013,1601.5,-1.22,-0.000761
30,12,2013,1606.33,4.83,0.003016
2,1,2014,1611.77,5.44,0.003387
3,1,2014,1601.29,-10.48,-0.006502
7,1,2014,1575.61,-25.68,-0.016037
8,1,2014,1566.28,-9.33,-0.005922
9,1,2014,1563.4,-2.88,-0.001839
10,1,2014,1542.07,-21.33,-0.013643
13,1,2014,1539.48,-2.59,-0.00168
14,1,2014,1542.3,2.82,0.001832
15,1,2014,1548.29,5.99,0.003884
16,1,2014,1535.34,-12.95,-0.008364
17,1,2014,1536.08,0.74,0.000482
20,1,2014,1537.99,1.91,0.001243
21,1,2014,1533.29,-4.7,-0.003056
22,1,2014,1541.94,8.65,0.005641
23,1,2014,1516.2,-25.74,-0.016693
24,1,2014,1494.77,-21.43,-0.014134
27,1,2014,1473.27,-21.5,-0.014383
28,1,2014,1461,-12.27,-0.008328
29,1,2014,1452.68,-8.32,-0.005695
30,1,2014,1453.56,0.88,0.000606
31,1,2014,1460.04,6.48,0.004458
3,2,2014,1448.56,-11.48,-0.007863
4,2,2014,1451.76,3.2,0.002209
5,2,2014,1465.76,14,0.009643
6,2,2014,1487.61,21.85,0.014907
7,2,2014,1499.57,11.96,0.00804
10,2,2014,1484.52,-15.05,-0.010036
11,2,2014,1497.94,13.42,0.00904
12,2,2014,1515.4,17.46,0.011656
13,2,2014,1520.23,4.83,0.003187
14,2,2014,1527.35,7.12,0.004684
17,2,2014,1524.79,-2.56,-0.001676
18,2,2014,1534.93,10.14,0.00665
19,2,2014,1546.07,11.14,0.007258
20,2,2014,1525.21,-20.86,-0.013492
21,2,2014,1520.6,-4.61,-0.003023
24,2,2014,1535.11,14.51,0.009542
25,2,2014,1501.4,-33.71,-0.021959
26,2,2014,1488.44,-12.96,-0.008632
27,2,2014,1495.01,6.57,0.004414
28,2,2014,1520.74,25.73,0.017211
3,3,2014,1504.11,-16.63,-0.010935
4,3,2014,1539.33,35.22,0.023416
5,3,2014,1563.41,24.08,0.015643
6,3,2014,1588.91,25.5,0.016311
7,3,2014,1571.84,-17.07,-0.010743
10,3,2014,1571.44,-0.4,-0.000254
11,3,2014,1586.04,14.6,0.009291
12,3,2014,1584.93,-1.11,-0.0007
13,3,2014,1597.85,12.92,0.008152
14,3,2014,1589.85,-8,-0.005007
17,3,2014,1596.76,6.91,0.004346
18,3,2014,1592.49,-4.27,-0.002674
19,3,2014,1595.18,2.69,0.001689
20,3,2014,1608.99,13.81,0.008657
21,3,2014,1607.95,-1.04,-0.000646
25,3,2014,1639.02,31.07,0.019323
26,3,2014,1646.01,6.99,0.004265
27,3,2014,1663.84,17.83,0.010832
28,3,2014,1673.72,9.88,0.005938
31,3,2014,1688.3,14.58,0.008711
1,4,2014,1691.88,3.58,0.00212
2,4,2014,1707.22,15.34,0.009067
3,4,2014,1713.01,5.79,0.003391
4,4,2014,1703.12,-9.89,-0.005773
7,4,2014,1682.99,-20.13,-0.011819
8,4,2014,1673.08,-9.91,-0.005888
9,4,2014,1668.97,-4.11,-0.002457
10,4,2014,1681.42,12.45,0.00746
11,4,2014,1676.8,-4.62,-0.002748
14,4,2014,1688.17,11.37,0.006781
15,4,2014,1669.24,-18.93,-0.011213
16,4,2014,1677.73,8.49,0.005086
21,4,2014,1668.85,-8.88,-0.005293
22,4,2014,1654.78,-14.07,-0.008431
23,4,2014,1649.67,-5.11,-0.003088
24,4,2014,1634.54,-15.13,-0.009172
25,4,2014,1641.46,6.92,0.004234
28,4,2014,1642.1,0.64,0.00039
29,4,2014,1653.62,11.52,0.007015
30,4,2014,1672.47,18.85,0.011399
2,5,2014,1659.54,-12.93,-0.007731
5,5,2014,1650.36,-9.18,-0.005532
6,5,2014,1651.95,1.59,0.000963
7,5,2014,1663.76,11.81,0.007149
8,5,2014,1674.28,10.52,0.006323
9,5,2014,1674.22,-0.06,-0.000036
12,5,2014,1686.47,12.25,0.007317
13,5,2014,1688.91,2.44,0.001447
14,5,2014,1689.49,0.58,0.000343
15,5,2014,1676.77,-12.72,-0.007529
16,5,2014,1685.11,8.34,0.004974
19,5,2014,1683.19,-1.92,-0.001139
20,5,2014,1662.45,-20.74,-0.012322
21,5,2014,1673.48,11.03,0.006635
22,5,2014,1664.57,-8.91,-0.005324
23,5,2014,1666.79,2.22,0.001334
26,5,2014,1663.96,-2.83,-0.001698
27,5,2014,1663.46,-0.5,-0.0003
28,5,2014,1661.55,-1.91,-0.001148
29,5,2014,1662.86,1.31,0.000788
30,5,2014,1659.05,-3.81,-0.002291
3,6,2014,1678.97,19.92,0.012007
4,6,2014,1675.34,-3.63,-0.002162
5,6,2014,1682.81,7.47,0.004459
6,6,2014,1676.84,-5.97,-0.003548
9,6,2014,1683.87,7.03,0.004192
10,6,2014,1714.03,30.16,0.017911
11,6,2014,1720.6,6.57,0.003833
12,6,2014,1714.84,-5.76,-0.003348
13,6,2014,1716.81,1.97,0.001149
16,6,2014,1728.28,11.47,0.006681
17,6,2014,1719.06,-9.22,-0.005335
18,6,2014,1722.24,3.18,0.00185
19,6,2014,1720.16,-2.08,-0.001208
20,6,2014,1725.13,4.97,0.002889
24,6,2014,1723.7,-1.43,-0.000829
25,6,2014,1717.65,-6.05,-0.00351
26,6,2014,1710.67,-6.98,-0.004064
27,6,2014,1705.99,-4.68,-0.002736
1,7,2014,1705.14,-0.85,-0.000498
2,7,2014,1703.39,-1.75,-0.001026
3,7,2014,1705.49,2.1,0.001233
4,7,2014,1704.32,-1.17,-0.000686
7,7,2014,1701.44,-2.88,-0.00169
8,7,2014,1695.6,-5.84,-0.003432
9,7,2014,1684.34,-11.26,-0.006641
10,7,2014,1674.48,-9.86,-0.005854
11,7,2014,1684.25,9.77,0.005835
14,7,2014,1673.99,-10.26,-0.006092
15,7,2014,1680.12,6.13,0.003662
16,7,2014,1687,6.88,0.004095
17,7,2014,1688.55,1.55,0.000919
18,7,2014,1689.55,1,0.000592
21,7,2014,1689.25,-0.3,-0.000178
22,7,2014,1697.12,7.87,0.004659
23,7,2014,1695.55,-1.57,-0.000925
24,7,2014,1693.63,-1.92,-0.001132
25,7,2014,1700.91,7.28,0.004298
28,7,2014,1714.94,14.03,0.008249
29,7,2014,1706.94,-8,-0.004665
30,7,2014,1710.59,3.65,0.002138
31,7,2014,1694.59,-16,-0.009353
1,8,2014,1693.06,-1.53,-0.000903
4,8,2014,1712.97,19.91,0.01176
5,8,2014,1724.24,11.27,0.006579
6,8,2014,1720.24,-4,-0.00232
8,8,2014,1719.88,-0.36,-0.000209
11,8,2014,1740.83,20.95,0.012181
12,8,2014,1720.34,-20.49,-0.01177
13,8,2014,1726.32,5.98,0.003476
14,8,2014,1723.15,-3.17,-0.001836
15,8,2014,1722.54,-0.61,-0.000354
19,8,2014,1731.95,9.41,0.005463
20,8,2014,1750.67,18.72,0.010809
21,8,2014,1755.26,4.59,0.002622
22,8,2014,1747.13,-8.13,-0.004632
25,8,2014,1749.93,2.8,0.001603
26,8,2014,1754.19,4.26,0.002434
27,8,2014,1764.1,9.91,0.005649
28,8,2014,1763.51,-0.59,-0.000334
29,8,2014,1771.18,7.67,0.004349
1,9,2014,1776.76,5.58,0.00315
2,9,2014,1777.53,0.77,0.000433
3,9,2014,1780.25,2.72,0.00153
4,9,2014,1769.38,-10.87,-0.006106
5,9,2014,1761.69,-7.69,-0.004346
8,9,2014,1749.84,-11.85,-0.006726
9,9,2014,1741.59,-8.25,-0.004715
10,9,2014,1744.09,2.5,0.001435
11,9,2014,1733.52,-10.57,-0.00606
12,9,2014,1734.98,1.46,0.000842
15,9,2014,1732.93,-2.05,-0.001182
16,9,2014,1728.09,-4.84,-0.002793
17,9,2014,1735.42,7.33,0.004242
18,9,2014,1741.58,6.16,0.00355
19,9,2014,1739.41,-2.17,-0.001246
22,9,2014,1730.8,-8.61,-0.00495
23,9,2014,1696.34,-34.46,-0.01991
24,9,2014,1688.37,-7.97,-0.004698
25,9,2014,1675.14,-13.23,-0.007836
26,9,2014,1678,2.86,0.001707
29,9,2014,1678.48,0.48,0.000286
30,9,2014,1665.7,-12.78,-0.007614
1,10,2014,1635.43,-30.27,-0.018173
2,10,2014,1629.09,-6.34,-0.003877
3,10,2014,1654.23,25.14,0.015432
6,10,2014,1669.03,14.8,0.008947
7,10,2014,1655.85,-13.18,-0.007897
8,10,2014,1643.31,-12.54,-0.007573
9,10,2014,1640.36,-2.95,-0.001795
10,10,2014,1601.8,-38.56,-0.023507
14,10,2014,1590.3,-11.5,-0.007179
15,10,2014,1580.26,-10.04,-0.006313
16,10,2014,1603.09,22.83,0.014447
17,10,2014,1617,13.91,0.008677
20,10,2014,1617.07,0.07,0.000043
21,10,2014,1626.33,9.26,0.005726
22,10,2014,1613.1,-13.23,-0.008135
23,10,2014,1624.99,11.89,0.007371
24,10,2014,1624.17,-0.82,-0.000505
27,10,2014,1608.76,-15.41,-0.009488
28,10,2014,1610.34,1.58,0.000982
29,10,2014,1615.05,4.71,0.002925
30,10,2014,1626.22,11.17,0.006916
31,10,2014,1634.88,8.66,0.005325
4,11,2014,1625.32,-9.56,-0.005848
5,11,2014,1633.61,8.29,0.005101
6,11,2014,1640.47,6.86,0.004199
7,11,2014,1638.79,-1.68,-0.001024
10,11,2014,1635.71,-3.08,-0.001879
11,11,2014,1620.88,-14.83,-0.009066
12,11,2014,1623.63,2.75,0.001697
13,11,2014,1606.43,-17.2,-0.010594
14,11,2014,1603.88,-2.55,-0.001587
18,11,2014,1593.06,-10.82,-0.006746
19,11,2014,1592.31,-0.75,-0.000471
20,11,2014,1590.12,-2.19,-0.001375
21,11,2014,1598.59,8.47,0.005327
24,11,2014,1584.42,-14.17,-0.008864
25,11,2014,1572.95,-11.47,-0.007239
26,11,2014,1551.89,-21.06,-0.013389
27,11,2014,1532.87,-19.02,-0.012256
28,11,2014,1525.68,-7.19,-0.004691
1,12,2014,1510.06,-15.62,-0.010238
2,12,2014,1497.59,-12.47,-0.008258
3,12,2014,1515.62,18.03,0.012039
4,12,2014,1495.97,-19.65,-0.012965
5,12,2014,1500.51,4.54,0.003035
9,12,2014,1488.4,-12.11,-0.008071
10,12,2014,1444.01,-44.39,-0.029824
11,12,2014,1410.95,-33.06,-0.022895
12,12,2014,1382.75,-28.2,-0.019987
15,12,2014,1348.38,-34.37,-0.024856
16,12,2014,1373.03,24.65,0.018281
17,12,2014,1428.4,55.37,0.040327
18,12,2014,1433.69,5.29,0.003703
19,12,2014,1462.06,28.37,0.019788
22,12,2014,1525.01,62.95,0.043056
23,12,2014,1537.38,12.37,0.008111
24,12,2014,1538.88,1.5,0.000976
26,12,2014,1517.25,-21.63,-0.014056
29,12,2014,1507.53,-9.72,-0.006406
30,12,2014,1512.98,5.45,0.003615
2,1,2015,1483.89,-29.09,-0.019227
5,1,2015,1418.74,-65.15,-0.043905
6,1,2015,1419.92,1.18,0.000832
7,1,2015,1422.2,2.28,0.001606
8,1,2015,1433.37,11.17,0.007854
9,1,2015,1426.77,-6.6,-0.004605
13,1,2015,1412.2,-14.57,-0.010212
14,1,2015,1387.56,-24.64,-0.017448
15,1,2015,1380.65,-6.91,-0.00498
16,1,2015,1376.3,-4.35,-0.003151
19,1,2015,1376.17,-0.13,-0.000094
20,1,2015,1377.29,1.12,0.000814
21,1,2015,1388.17,10.88,0.0079
22,1,2015,1411.78,23.61,0.017008
23,1,2015,1423.28,11.5,0.008146
26,1,2015,1426.48,3.2,0.002248
27,1,2015,1423.89,-2.59,-0.001816
28,1,2015,1407.79,-16.1,-0.011307
29,1,2015,1407.92,0.13,0.000092
30,1,2015,1389,-18.92,-0.013438
2,2,2015,1408.2,19.2,0.013823
3,2,2015,1436.19,27.99,0.019876
4,2,2015,1428.45,-7.74,-0.005389
5,2,2015,1434.46,6.01,0.004207
6,2,2015,1437.03,2.57,0.001792
9,2,2015,1425.57,-11.46,-0.007975
10,2,2015,1402.65,-22.92,-0.016078
11,2,2015,1381.74,-20.91,-0.014907
12,2,2015,1381.46,-0.28,-0.000203
13,2,2015,1397.81,16.35,0.011835
16,2,2015,1398.97,1.16,0.00083
17,2,2015,1397.2,-1.77,-0.001265
18,2,2015,1397.93,0.73,0.000522
19,2,2015,1386.78,-11.15,-0.007976
20,2,2015,1368.85,-17.93,-0.012929
23,2,2015,1375.86,7.01,0.005121
24,2,2015,1365.36,-10.5,-0.007632
25,2,2015,1362.71,-2.65,-0.001941
26,2,2015,1361.95,-0.76,-0.000558
27,2,2015,1367.58,5.63,0.004134
2,3,2015,1342.89,-24.69,-0.018054
3,3,2015,1317.12,-25.77,-0.01919
4,3,2015,1321.63,4.51,0.003424
5,3,2015,1311.62,-10.01,-0.007574
6,3,2015,1280.43,-31.19,-0.02378
9,3,2015,1257.87,-22.56,-0.017619
10,3,2015,1249.94,-7.93,-0.006304
11,3,2015,1249.83,-0.11,-0.000088
12,3,2015,1269.88,20.05,0.016042
13,3,2015,1281.95,12.07,0.009505
16,3,2015,1288.16,6.21,0.004844
17,3,2015,1288.6,0.44,0.000342
18,3,2015,1304.89,16.29,0.012642
19,3,2015,1297.34,-7.55,-0.005786
20,3,2015,1292.36,-4.98,-0.003839
24,3,2015,1284.87,-7.49,-0.005796
25,3,2015,1297.88,13.01,0.010126
26,3,2015,1300.04,2.16,0.001664
27,3,2015,1294.9,-5.14,-0.003954
30,3,2015,1297.14,2.24,0.00173
31,3,2015,1304.62,7.48,0.005767
1,4,2015,1329.8,25.18,0.019301
6,4,2015,1350.52,20.72,0.015581
7,4,2015,1355.85,5.33,0.003947
8,4,2015,1344.58,-11.27,-0.008312
9,4,2015,1350.77,6.19,0.004604
10,4,2015,1347.8,-2.97,-0.002199
13,4,2015,1357.47,9.67,0.007175
14,4,2015,1358.76,1.29,0.00095
15,4,2015,1362.53,3.77,0.002775
16,4,2015,1367.14,4.61,0.003383
17,4,2015,1363.89,-3.25,-0.002377
20,4,2015,1347.89,-16,-0.011731
21,4,2015,1330.31,-17.58,-0.013043
22,4,2015,1346.53,16.22,0.012193
23,4,2015,1357.85,11.32,0.008407
24,4,2015,1374.49,16.64,0.012255
27,4,2015,1392.29,17.8,0.01295
28,4,2015,1411.62,19.33,0.013884
29,4,2015,1405.71,-5.91,-0.004187
30,4,2015,1396.35,-9.36,-0.006659
4,5,2015,1401.16,4.81,0.003445
5,5,2015,1418.06,16.9,0.012061
6,5,2015,1411.22,-6.84,-0.004823
7,5,2015,1378.04,-33.18,-0.023512
8,5,2015,1367.28,-10.76,-0.007808
11,5,2015,1366.06,-1.22,-0.000892
12,5,2015,1361.8,-4.26,-0.003118
13,5,2015,1358.35,-3.45,-0.002533
14,5,2015,1360.76,2.41,0.001774
15,5,2015,1357,-3.76,-0.002763
19,5,2015,1368.58,11.58,0.008534
20,5,2015,1363.42,-5.16,-0.00377
21,5,2015,1356.61,-6.81,-0.004995
22,5,2015,1353.62,-2.99,-0.002204
25,5,2015,1347.77,-5.85,-0.004322
26,5,2015,1336.89,-10.88,-0.008073
27,5,2015,1310.79,-26.1,-0.019523
28,5,2015,1307.17,-3.62,-0.002762
29,5,2015,1306.62,-0.55,-0.000421
1,6,2015,1301.17,-5.45,-0.004171
2,6,2015,1309.26,8.09,0.006217
3,6,2015,1311.78,2.52,0.001925
4,6,2015,1309.09,-2.69,-0.002051
5,6,2015,1320.31,11.22,0.008571
9,6,2015,1319.23,-1.08,-0.000818
10,6,2015,1323.54,4.31,0.003267
11,6,2015,1333.75,10.21,0.007714
12,6,2015,1330.18,-3.57,-0.002677
16,6,2015,1321.1,-9.08,-0.006826
17,6,2015,1320.69,-0.41,-0.00031
18,6,2015,1325.8,5.11,0.003869
19,6,2015,1307.51,-18.29,-0.013795
22,6,2015,1313.33,5.82,0.004451
23,6,2015,1332.08,18.75,0.014277
24,6,2015,1329.42,-2.66,-0.001997
25,6,2015,1313.83,-15.59,-0.011727
26,6,2015,1321.82,7.99,0.006081
30,6,2015,1331.35,9.53,0.00721
1,7,2015,1313.53,-17.82,-0.013385
2,7,2015,1320.06,6.53,0.004971
3,7,2015,1312.67,-7.39,-0.005598
6,7,2015,1309.68,-2.99,-0.002278
7,7,2015,1305.92,-3.76,-0.002871
8,7,2015,1295.54,-10.38,-0.007948
9,7,2015,1300.57,5.03,0.003883
10,7,2015,1310.59,10.02,0.007704
13,7,2015,1314.02,3.43,0.002617
14,7,2015,1325.39,11.37,0.008653
15,7,2015,1324.37,-1.02,-0.00077
16,7,2015,1326.44,2.07,0.001563
17,7,2015,1309.45,-16.99,-0.012809
21,7,2015,1300.58,-8.87,-0.006774
22,7,2015,1306.33,5.75,0.004421
23,7,2015,1307.4,1.07,0.000819
24,7,2015,1303.25,-4.15,-0.003174
27,7,2015,1293.07,-10.18,-0.007811
28,7,2015,1297.62,4.55,0.003519
29,7,2015,1325.32,27.7,0.021347
30,7,2015,1321.96,-3.36,-0.002535
31,7,2015,1317.24,-4.72,-0.00357
3,8,2015,1298.76,-18.48,-0.014029
4,8,2015,1297.64,-1.12,-0.000862
5,8,2015,1288.67,-8.97,-0.006913
6,8,2015,1290.79,2.12,0.001645
10,8,2015,1285.35,-5.44,-0.004214
11,8,2015,1271.62,-13.73,-0.010682
12,8,2015,1281.04,9.42,0.007408
13,8,2015,1272.49,-8.55,-0.006674
14,8,2015,1269.22,-3.27,-0.00257
18,8,2015,1260.95,-8.27,-0.006516
19,8,2015,1240.35,-20.6,-0.016337
20,8,2015,1228.87,-11.48,-0.009255
21,8,2015,1192.75,-36.12,-0.029393
24,8,2015,1150.78,-41.97,-0.035188
25,8,2015,1149.53,-1.25,-0.001086
26,8,2015,1152.87,3.34,0.002906
27,8,2015,1198.78,45.91,0.039822
28,8,2015,1217.95,19.17,0.015991
31,8,2015,1246.59,28.64,0.023515
1,9,2015,1210.78,-35.81,-0.028726
2,9,2015,1218.88,8.1,0.00669
3,9,2015,1238.95,20.07,0.016466
4,9,2015,1235.97,-2.98,-0.002405
7,9,2015,1241.61,5.64,0.004563
8,9,2015,1244.63,3.02,0.002432
9,9,2015,1233.84,-10.79,-0.008669
10,9,2015,1255.39,21.55,0.017466
11,9,2015,1249.58,-5.81,-0.004628
14,9,2015,1250.32,0.74,0.000592
15,9,2015,1253.6,3.28,0.002623
16,9,2015,1265.28,11.68,0.009317
17,9,2015,1264.14,-1.14,-0.000901
18,9,2015,1248.58,-15.56,-0.012309
21,9,2015,1233.98,-14.6,-0.011693
22,9,2015,1215.45,-18.53,-0.015016
23,9,2015,1208.77,-6.68,-0.005496
24,9,2015,1219.38,10.61,0.008778
25,9,2015,1215.27,-4.11,-0.003371
28,9,2015,1203.12,-12.15,-0.009998
29,9,2015,1202.27,-0.85,-0.000706
30,9,2015,1218.82,16.55,0.013766
1,10,2015,1210.19,-8.63,-0.007081
2,10,2015,1218.08,7.89,0.00652
5,10,2015,1237.75,19.67,0.016148
6,10,2015,1254.98,17.23,0.01392
7,10,2015,1274.33,19.35,0.015419
8,10,2015,1280.55,6.22,0.004881
9,10,2015,1280.18,-0.37,-0.000289
13,10,2015,1274.28,-5.9,-0.004609
14,10,2015,1258.68,-15.6,-0.012242
15,10,2015,1251.02,-7.66,-0.006086
16,10,2015,1251.59,0.57,0.000456
19,10,2015,1246.6,-4.99,-0.003987
20,10,2015,1245.97,-0.63,-0.000505
21,10,2015,1245.11,-0.86,-0.00069
22,10,2015,1248.61,3.5,0.002811
23,10,2015,1249.12,0.51,0.000408
26,10,2015,1248.49,-0.63,-0.000504
27,10,2015,1238.47,-10.02,-0.008026
